LoanID,CustomerID,CIBIL_Score,Annual_Income_INR,Employment_Type,Vehicle_Model,Loan_Amount_INR,Interest_Rate_Pct,Tenure_Months,Monthly_EMI_INR,FOIR_Pct,NPA_Probability,Risk_Category
900578,100578,764,3800000,Salaried,Tata Nexon EV (Electric SUV),1266943,10.28,36,41047,0.13,0.1055,Low Risk (Safe)
900579,100579,663,2029509,Salaried,Maruti Suzuki Swift (Hatchback),627147,11.74,72,12176,0.072,0.124,Low Risk (Safe)
900580,100580,781,1710670,Salaried,Mahindra XUV700 (Premium SUV),1805401,8.81,48,44764,0.314,0.1895,Low Risk (Safe)
900581,100581,745,2191924,Salaried,Hyundai Venue (Compact SUV),1042162,9.75,60,22014,0.121,0.1099,Low Risk (Safe)
900582,100582,711,3050035,Salaried,Honda City (Premium Sedan),1293345,11.0,60,28120,0.111,0.1209,Low Risk (Safe)
900583,100583,758,990415,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1464354,10.39,60,31394,0.38,0.3333,Low Risk (Safe)
900584,100584,832,619767,Salaried,Tata Nexon EV (Electric SUV),1344888,8.98,72,24228,0.469,0.243,Low Risk (Safe)
900585,100585,738,1618814,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1768579,9.63,60,37255,0.276,0.2907,Low Risk (Safe)
900586,100586,741,1119741,Salaried,Honda City (Premium Sedan),1417761,10.48,36,46067,0.494,0.2983,Low Risk (Safe)
900587,100587,709,1657005,Salaried,Kia Seltos (Mid-Size SUV),1412690,11.84,84,24817,0.18,0.1564,Low Risk (Safe)
900588,100588,691,2020227,Salaried,Tata Nexon EV (Electric SUV),1377356,11.6,84,24020,0.143,0.1463,Low Risk (Safe)
900589,100589,767,1707794,Salaried,Toyota Innova Hycross (Hybrid MPV),2551921,10.39,60,54711,0.384,0.2311,Low Risk (Safe)
900590,100590,691,3800000,Salaried,Mahindra XUV700 (Premium SUV),1736360,11.08,60,37821,0.119,0.1343,Low Risk (Safe)
900591,100591,733,2622686,Self-Employed Professional,Tata Nexon EV (Electric SUV),1504885,10.15,36,48664,0.223,0.2666,Low Risk (Safe)
900592,100592,708,2585064,Salaried,Maruti Suzuki Swift (Hatchback),642986,11.75,72,12487,0.058,0.0958,Low Risk (Safe)
900593,100593,751,3085468,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1329311,9.55,36,42612,0.166,0.2296,Low Risk (Safe)
900594,100594,745,1171319,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),571741,10.25,36,18515,0.19,0.2444,Low Risk (Safe)
900595,100595,776,3800000,Salaried,Honda City (Premium Sedan),1173749,10.01,60,24944,0.079,0.0743,Low Risk (Safe)
900596,100596,707,2101852,Salaried,Hyundai Venue (Compact SUV),1021907,12.34,48,27081,0.155,0.1448,Low Risk (Safe)
900597,100597,717,3168485,Salaried,Honda City (Premium Sedan),1330807,12.04,36,44227,0.168,0.1466,Low Risk (Safe)
900598,100598,685,1215272,Salaried,Tata Nexon EV (Electric SUV),1319967,11.18,60,28817,0.285,0.2201,Low Risk (Safe)
900599,100599,710,932321,Salaried,Mahindra XUV700 (Premium SUV),1755176,11.1,48,45448,0.585,0.3584,Low Risk (Safe)
900600,100600,746,3436071,Salaried,Tata Nexon EV (Electric SUV),1465403,9.78,48,37011,0.129,0.1134,Low Risk (Safe)
900601,100601,764,2695313,Salaried,Maruti Suzuki Swift (Hatchback),648361,9.66,36,20817,0.093,0.087,Low Risk (Safe)
900602,100602,688,1334238,Salaried,Hyundai Venue (Compact SUV),913994,11.63,48,23903,0.215,0.1837,Low Risk (Safe)
900603,100603,769,1358219,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),617041,10.47,72,11577,0.102,0.1891,Low Risk (Safe)
900604,100604,791,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1824734,8.94,72,32837,0.104,0.1798,Low Risk (Safe)
900605,100605,748,1139184,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1458471,9.77,60,30823,0.325,0.3105,Low Risk (Safe)
900606,100606,814,3800000,Salaried,Kia Seltos (Mid-Size SUV),1652233,8.94,60,34249,0.108,0.0709,Low Risk (Safe)
900607,100607,695,1335289,Salaried,Maruti Suzuki Swift (Hatchback),588857,11.64,36,19457,0.175,0.1604,Low Risk (Safe)
900608,100608,673,3113056,Salaried,Maruti Suzuki Swift (Hatchback),652067,11.02,36,21354,0.082,0.1243,Low Risk (Safe)
900609,100609,649,1828963,Salaried,Tata Nexon EV (Electric SUV),1377481,13.3,48,37159,0.244,0.2166,Low Risk (Safe)
900610,100610,797,3053359,Salaried,Honda City (Premium Sedan),1259006,9.04,60,26159,0.103,0.0764,Low Risk (Safe)
900611,100611,759,1624543,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2322405,9.74,72,42720,0.316,0.3008,Low Risk (Safe)
900612,100612,727,2003615,Self-Employed Professional,Tata Nexon EV (Electric SUV),1509794,9.79,60,31922,0.191,0.2534,Low Risk (Safe)
900613,100613,742,2241163,Salaried,Tata Nexon EV (Electric SUV),1397634,10.44,60,29999,0.161,0.1313,Low Risk (Safe)
900614,100614,679,1262743,Salaried,Maruti Suzuki Swift (Hatchback),644010,12.48,48,17111,0.163,0.162,Low Risk (Safe)
900615,100615,840,3293473,Salaried,Honda City (Premium Sedan),1216428,8.86,72,21842,0.08,0.0447,Low Risk (Safe)
900616,100616,735,1652388,Salaried,Mahindra XUV700 (Premium SUV),1808631,9.58,60,38055,0.276,0.1921,Low Risk (Safe)
900617,100617,734,1932393,Salaried,Hyundai Venue (Compact SUV),843900,9.92,72,15599,0.097,0.1031,Low Risk (Safe)
900618,100618,762,1268198,Salaried,Mahindra XUV700 (Premium SUV),2053494,10.06,60,43691,0.413,0.2479,Low Risk (Safe)
900619,100619,751,535371,Salaried,Maruti Suzuki Swift (Hatchback),591935,9.69,72,10873,0.244,0.1686,Low Risk (Safe)
900620,100620,740,1972741,Self-Employed Non-Professional,Honda City (Premium Sedan),1332022,9.95,84,22078,0.134,0.2188,Low Risk (Safe)
900621,100621,694,3800000,Salaried,Maruti Suzuki Swift (Hatchback),621056,11.15,84,10683,0.034,0.0904,Low Risk (Safe)
900622,100622,751,3373739,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1916256,9.83,60,40554,0.144,0.2186,Low Risk (Safe)
900623,100623,814,2168197,Salaried,Maruti Suzuki Swift (Hatchback),632876,8.61,60,13017,0.072,0.0529,Low Risk (Safe)
900624,100624,790,1896290,Salaried,Toyota Innova Hycross (Hybrid MPV),2388270,8.92,48,59341,0.376,0.2162,Low Risk (Safe)
900625,100625,801,2218531,Salaried,Kia Seltos (Mid-Size SUV),1347716,8.92,84,21628,0.117,0.0816,Low Risk (Safe)
900626,100626,706,2960638,Salaried,Toyota Innova Hycross (Hybrid MPV),2354586,11.03,60,51229,0.208,0.1718,Low Risk (Safe)
900627,100627,685,1144585,Salaried,Mahindra XUV700 (Premium SUV),2030317,11.7,48,53167,0.557,0.3561,Low Risk (Safe)
900628,100628,724,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1545524,10.34,60,33096,0.105,0.2118,Low Risk (Safe)
900629,100629,732,3247706,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),605433,9.65,48,15253,0.056,0.1835,Low Risk (Safe)
900630,100630,779,3252720,Salaried,Hyundai Venue (Compact SUV),926222,9.58,60,19488,0.072,0.0694,Low Risk (Safe)
900631,100631,653,2788910,Salaried,Maruti Suzuki Swift (Hatchback),591517,11.12,60,12896,0.055,0.1202,Low Risk (Safe)
900632,100632,798,2215058,Self-Employed Non-Professional,Honda City (Premium Sedan),1188111,8.97,60,24645,0.134,0.1915,Low Risk (Safe)
900633,100633,722,3172637,Salaried,Hyundai Venue (Compact SUV),830070,10.41,36,26944,0.102,0.1112,Low Risk (Safe)
900634,100634,710,3034319,Salaried,Toyota Innova Hycross (Hybrid MPV),2695112,11.28,84,46544,0.184,0.1579,Low Risk (Safe)
900635,100635,684,1803568,Salaried,Toyota Innova Hycross (Hybrid MPV),2297209,12.19,72,45138,0.3,0.2281,Low Risk (Safe)
900636,100636,655,1598408,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),596630,11.62,72,11546,0.087,0.2353,Low Risk (Safe)
900637,100637,767,2317549,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),604440,9.96,60,12830,0.066,0.1721,Low Risk (Safe)
900638,100638,733,3800000,Salaried,Hyundai Venue (Compact SUV),853029,9.84,72,15734,0.05,0.0801,Low Risk (Safe)
900639,100639,671,1108469,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1448456,11.14,60,31594,0.342,0.3552,Low Risk (Safe)
900640,100640,671,977605,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),573771,11.19,48,14882,0.183,0.2757,Low Risk (Safe)
900641,100641,714,2399134,Salaried,Maruti Suzuki Swift (Hatchback),582630,11.36,48,15160,0.076,0.102,Low Risk (Safe)
900642,100642,805,2253484,Salaried,Kia Seltos (Mid-Size SUV),1538164,9.15,60,32041,0.171,0.1067,Low Risk (Safe)
900643,100643,718,2410483,Salaried,Honda City (Premium Sedan),1226898,12.39,48,32544,0.162,0.1431,Low Risk (Safe)
900644,100644,662,2505939,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),980748,12.24,84,17439,0.084,0.2305,Low Risk (Safe)
900645,100645,718,1938138,Salaried,Hyundai Venue (Compact SUV),947633,11.5,36,31249,0.193,0.1586,Low Risk (Safe)
900646,100646,717,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),600903,11.41,60,13188,0.042,0.1836,Low Risk (Safe)
900647,100647,608,908456,Salaried,Toyota Innova Hycross (Hybrid MPV),2552480,15.08,60,60830,0.804,0.5159,Medium Risk (Monitor)
900648,100648,727,1389322,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1353195,10.49,60,29078,0.251,0.2834,Low Risk (Safe)
900649,100649,719,2070312,Salaried,Maruti Suzuki Swift (Hatchback),642961,12.49,60,14462,0.084,0.1036,Low Risk (Safe)
900650,100650,761,887573,Salaried,Maruti Suzuki Swift (Hatchback),628072,10.45,48,16065,0.217,0.1504,Low Risk (Safe)
900651,100651,813,1989273,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1406255,8.5,72,25000,0.151,0.1929,Low Risk (Safe)
900652,100652,780,3800000,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2002842,8.9,60,41478,0.131,0.1984,Low Risk (Safe)
900653,100653,717,2216605,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),693200,12.25,60,15507,0.084,0.2046,Low Risk (Safe)
900654,100654,680,2487740,Salaried,Mahindra XUV700 (Premium SUV),2184496,12.27,72,43014,0.207,0.1835,Low Risk (Safe)
900655,100655,845,1095705,Self-Employed Professional,Hyundai Venue (Compact SUV),958707,8.95,72,17257,0.189,0.1969,Low Risk (Safe)
900656,100656,732,1561256,Salaried,Hyundai Venue (Compact SUV),914035,9.87,72,16873,0.13,0.1205,Low Risk (Safe)
900657,100657,730,1782704,Salaried,Kia Seltos (Mid-Size SUV),1391322,9.52,60,29233,0.197,0.155,Low Risk (Safe)
900658,100658,728,1839964,Salaried,Kia Seltos (Mid-Size SUV),1402483,10.02,60,29812,0.194,0.1544,Low Risk (Safe)
900659,100659,738,3800000,Salaried,Tata Nexon EV (Electric SUV),1395720,10.01,60,29661,0.094,0.0997,Low Risk (Safe)
900660,100660,723,2977903,Salaried,Honda City (Premium Sedan),1235183,10.03,72,22901,0.092,0.1058,Low Risk (Safe)
900661,100661,704,1189089,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1539058,11.46,72,29658,0.299,0.3182,Low Risk (Safe)
900662,100662,705,2509458,Salaried,Kia Seltos (Mid-Size SUV),1441403,11.29,48,37457,0.179,0.1577,Low Risk (Safe)
900663,100663,728,2882077,Self-Employed Professional,Tata Nexon EV (Electric SUV),1360736,9.66,60,28684,0.119,0.2169,Low Risk (Safe)
900664,100664,705,3800000,Salaried,Kia Seltos (Mid-Size SUV),1446737,11.68,72,28043,0.089,0.1127,Low Risk (Safe)
900665,100665,697,3800000,Salaried,Honda City (Premium Sedan),1375986,12.32,60,30831,0.097,0.1205,Low Risk (Safe)
900666,100666,734,1253810,Salaried,Maruti Suzuki Swift (Hatchback),660118,9.86,60,13980,0.134,0.1216,Low Risk (Safe)
900667,100667,718,1402866,Self-Employed Non-Professional,Honda City (Premium Sedan),1309250,11.39,60,28721,0.246,0.2851,Low Risk (Safe)
900668,100668,797,1097265,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1429450,8.55,60,29361,0.321,0.2854,Low Risk (Safe)
900669,100669,610,1926641,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1598766,13.39,84,29424,0.183,0.3044,Low Risk (Safe)
900670,100670,779,2832009,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),568254,10.35,60,12171,0.052,0.1594,Low Risk (Safe)
900671,100671,786,3771690,Salaried,Kia Seltos (Mid-Size SUV),1617279,8.69,48,40008,0.127,0.0936,Low Risk (Safe)
900672,100672,636,2101636,Salaried,Kia Seltos (Mid-Size SUV),1491962,13.83,48,40642,0.232,0.2167,Low Risk (Safe)
900673,100673,714,1837807,Self-Employed Professional,Hyundai Venue (Compact SUV),912615,11.24,36,29981,0.196,0.262,Low Risk (Safe)
900674,100674,713,2382037,Salaried,Honda City (Premium Sedan),1274150,12.29,60,28529,0.144,0.1365,Low Risk (Safe)
900675,100675,666,1384253,Salaried,Maruti Suzuki Swift (Hatchback),662612,11.67,60,14629,0.127,0.1501,Low Risk (Safe)
900676,100676,694,3800000,Salaried,Maruti Suzuki Swift (Hatchback),564414,12.38,48,14968,0.047,0.0969,Low Risk (Safe)
900677,100677,680,905087,Salaried,Tata Nexon EV (Electric SUV),1525112,11.7,60,33694,0.447,0.3035,Low Risk (Safe)
900678,100678,808,2425643,Salaried,Mahindra XUV700 (Premium SUV),1930500,8.73,72,34540,0.171,0.1053,Low Risk (Safe)
900679,100679,772,3800000,Salaried,Mahindra XUV700 (Premium SUV),1882764,9.75,48,47526,0.15,0.1117,Low Risk (Safe)
900680,100680,787,2199498,Salaried,Maruti Suzuki Swift (Hatchback),583236,8.95,60,12092,0.066,0.0626,Low Risk (Safe)
900681,100681,762,1973814,Salaried,Honda City (Premium Sedan),1256839,10.27,84,21040,0.128,0.1054,Low Risk (Safe)
900682,100682,679,1800194,Salaried,Maruti Suzuki Swift (Hatchback),636948,11.16,60,13899,0.093,0.127,Low Risk (Safe)
900683,100683,706,1984315,Salaried,Maruti Suzuki Swift (Hatchback),623047,11.59,72,12048,0.073,0.1043,Low Risk (Safe)
900684,100684,752,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),664299,10.35,60,14229,0.045,0.1686,Low Risk (Safe)
900685,100685,675,649186,Salaried,Mahindra XUV700 (Premium SUV),1918612,11.41,72,36923,0.683,0.4239,Low Risk (Safe)
900686,100686,762,3800000,Salaried,Honda City (Premium Sedan),1413425,10.44,72,26499,0.084,0.0834,Low Risk (Safe)
900687,100687,719,1001313,Self-Employed Professional,Mahindra XUV700 (Premium SUV),2000667,12.16,60,44665,0.535,0.4291,Low Risk (Safe)
900688,100688,713,1892371,Salaried,Kia Seltos (Mid-Size SUV),1595117,12.42,72,31534,0.2,0.1645,Low Risk (Safe)
900689,100689,761,1730490,Salaried,Maruti Suzuki Swift (Hatchback),578903,9.75,84,9535,0.066,0.0749,Low Risk (Safe)
900690,100690,749,3028882,Self-Employed Professional,Tata Nexon EV (Electric SUV),1368606,9.51,60,28749,0.114,0.2045,Low Risk (Safe)
900691,100691,713,909846,Salaried,Tata Nexon EV (Electric SUV),1348659,12.44,48,35807,0.472,0.3005,Low Risk (Safe)
900692,100692,782,2825497,Self-Employed Professional,Tata Nexon EV (Electric SUV),1425429,8.83,60,29472,0.125,0.1945,Low Risk (Safe)
900693,100693,681,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),691667,12.47,72,13691,0.043,0.201,Low Risk (Safe)
900694,100694,757,1035354,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2220436,9.67,60,46817,0.543,0.4153,Low Risk (Safe)
900695,100695,756,2432276,Salaried,Tata Nexon EV (Electric SUV),1261449,10.03,48,32011,0.158,0.1232,Low Risk (Safe)
900696,100696,716,1522569,Salaried,Kia Seltos (Mid-Size SUV),1610111,11.46,36,53064,0.418,0.2721,Low Risk (Safe)
900697,100697,744,2769667,Salaried,Tata Nexon EV (Electric SUV),1307740,9.8,60,27657,0.12,0.1099,Low Risk (Safe)
900698,100698,673,2214486,Salaried,Maruti Suzuki Swift (Hatchback),662812,11.48,48,17285,0.094,0.1303,Low Risk (Safe)
900699,100699,771,1539829,Salaried,Mahindra XUV700 (Premium SUV),1974723,9.54,60,41511,0.324,0.1992,Low Risk (Safe)
900700,100700,721,2865718,Salaried,Maruti Suzuki Swift (Hatchback),687434,9.53,72,12572,0.053,0.0872,Low Risk (Safe)
900701,100701,706,3800000,Salaried,Kia Seltos (Mid-Size SUV),1356281,11.36,60,29732,0.094,0.1148,Low Risk (Safe)
900702,100702,777,1972875,Salaried,Mahindra XUV700 (Premium SUV),1784700,9.82,36,57436,0.349,0.2089,Low Risk (Safe)
900703,100703,698,3255533,Salaried,Maruti Suzuki Swift (Hatchback),646022,11.79,48,16945,0.062,0.1025,Low Risk (Safe)
900704,100704,666,1075934,Salaried,Honda City (Premium Sedan),1408913,12.39,48,37372,0.417,0.2951,Low Risk (Safe)
900705,100705,659,1294920,Self-Employed Professional,Tata Nexon EV (Electric SUV),1374449,11.64,48,35952,0.333,0.3564,Low Risk (Safe)
900706,100706,757,2841445,Salaried,Maruti Suzuki Swift (Hatchback),611541,10.01,60,12996,0.055,0.0713,Low Risk (Safe)
900707,100707,672,3800000,Salaried,Mahindra XUV700 (Premium SUV),2004077,11.67,60,44246,0.14,0.1538,Low Risk (Safe)
900708,100708,808,2664660,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1029698,8.91,48,25580,0.115,0.1773,Low Risk (Safe)
900709,100709,636,1844683,Salaried,Kia Seltos (Mid-Size SUV),1605424,14.24,36,55056,0.358,0.2797,Low Risk (Safe)
900710,100710,806,2190434,Salaried,Kia Seltos (Mid-Size SUV),1660919,8.76,48,41143,0.225,0.1332,Low Risk (Safe)
900711,100711,739,1101601,Salaried,Honda City (Premium Sedan),1131770,9.83,84,18689,0.204,0.1542,Low Risk (Safe)
900712,100712,725,3055590,Self-Employed Professional,Tata Nexon EV (Electric SUV),1274743,9.94,60,27046,0.106,0.2118,Low Risk (Safe)
900713,100713,705,3560043,Salaried,Tata Nexon EV (Electric SUV),1438624,11.32,72,27619,0.093,0.1147,Low Risk (Safe)
900714,100714,747,1708882,Salaried,Kia Seltos (Mid-Size SUV),1599701,9.99,72,29627,0.208,0.1525,Low Risk (Safe)
900715,100715,728,1692093,Salaried,Maruti Suzuki Swift (Hatchback),605286,10.12,60,12896,0.091,0.1029,Low Risk (Safe)
900716,100716,779,2536340,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1316439,10.04,72,24414,0.116,0.1914,Low Risk (Safe)
900717,100717,735,1723390,Salaried,Tata Nexon EV (Electric SUV),1497202,10.24,48,38145,0.266,0.1871,Low Risk (Safe)
900718,100718,736,2113016,Salaried,Maruti Suzuki Swift (Hatchback),570957,10.21,60,12190,0.069,0.0881,Low Risk (Safe)
900719,100719,713,3800000,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1359396,11.6,48,35531,0.112,0.2205,Low Risk (Safe)
900720,100720,727,1912909,Salaried,Kia Seltos (Mid-Size SUV),1489533,10.18,72,27730,0.174,0.1449,Low Risk (Safe)
900721,100721,743,1799308,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1508622,10.37,36,48941,0.326,0.3134,Low Risk (Safe)
900722,100722,653,1534710,Salaried,Maruti Suzuki Swift (Hatchback),671792,12.46,72,13294,0.104,0.1447,Low Risk (Safe)
900723,100723,669,3299579,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),615726,11.66,36,20351,0.074,0.2222,Low Risk (Safe)
900724,100724,763,1983407,Salaried,Hyundai Venue (Compact SUV),959790,10.26,72,17907,0.108,0.0949,Low Risk (Safe)
900725,100725,737,1533165,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1517381,10.08,60,32299,0.253,0.2797,Low Risk (Safe)
900726,100726,721,3800000,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),644642,9.57,60,13560,0.043,0.1822,Low Risk (Safe)
900727,100727,730,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2546480,10.39,60,54595,0.172,0.1425,Low Risk (Safe)
900728,100728,745,1575001,Salaried,Maruti Suzuki Swift (Hatchback),601417,9.53,60,12639,0.096,0.0974,Low Risk (Safe)
900729,100729,705,784971,Salaried,Mahindra XUV700 (Premium SUV),1763938,11.75,60,39015,0.596,0.3662,Low Risk (Safe)
900730,100730,694,3800000,Salaried,Hyundai Venue (Compact SUV),851239,11.51,84,14804,0.047,0.0969,Low Risk (Safe)
900731,100731,738,1503721,Salaried,Kia Seltos (Mid-Size SUV),1391103,10.45,36,45181,0.361,0.2332,Low Risk (Safe)
900732,100732,685,3384930,Salaried,Maruti Suzuki Swift (Hatchback),637529,11.82,84,11192,0.04,0.0976,Low Risk (Safe)
900733,100733,748,741509,Salaried,Mahindra XUV700 (Premium SUV),2111603,10.1,60,44969,0.728,0.412,Low Risk (Safe)
900734,100734,653,3580197,Salaried,Maruti Suzuki Swift (Hatchback),667694,11.82,72,12991,0.044,0.1147,Low Risk (Safe)
900735,100735,776,1125632,Salaried,Toyota Innova Hycross (Hybrid MPV),2632643,9.83,60,55715,0.594,0.3318,Low Risk (Safe)
900736,100736,751,3275300,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1435341,9.59,60,30208,0.111,0.2021,Low Risk (Safe)
900737,100737,741,2208557,Salaried,Maruti Suzuki Swift (Hatchback),623198,10.06,72,11564,0.063,0.0828,Low Risk (Safe)
900738,100738,774,1296700,Salaried,Kia Seltos (Mid-Size SUV),1450288,9.98,60,30800,0.285,0.1783,Low Risk (Safe)
900739,100739,804,1751757,Salaried,Mahindra XUV700 (Premium SUV),1813261,8.6,60,37289,0.255,0.1491,Low Risk (Safe)
900740,100740,775,3196206,Salaried,Maruti Suzuki Swift (Hatchback),571682,10.11,36,18476,0.069,0.0698,Low Risk (Safe)
900741,100741,647,2322702,Salaried,Tata Nexon EV (Electric SUV),1432502,13.13,48,38522,0.199,0.195,Low Risk (Safe)
900742,100742,672,3021993,Salaried,Maruti Suzuki Swift (Hatchback),710882,11.68,60,15698,0.062,0.1148,Low Risk (Safe)
900743,100743,701,3800000,Salaried,Toyota Innova Hycross (Hybrid MPV),2271761,12.09,72,44519,0.141,0.1406,Low Risk (Safe)
900744,100744,731,926961,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1328839,9.91,60,28175,0.365,0.3385,Low Risk (Safe)
900745,100745,753,3800000,Salaried,Maruti Suzuki Swift (Hatchback),679429,10.45,48,17379,0.055,0.0731,Low Risk (Safe)
